BOROUGH,LATITUDE,LONGITUDE,Filing Date,Issuance Date,Expiration Date,Permit Status,Job Type,Residential,Non-Profit,Owner's Business Name,Site Fill,Street Name
QUEENS,40.796727,-73.816598,2018-01-05,2018-01-05,2018-08-29,ISSUED,NB,YES,N,FULCRUM REAL STATE ADVISORS,ON-SITE,SULLIVAN DRIVE
QUEENS,40.796787,-73.816443,2018-01-05,2018-01-05,2018-08-29,ISSUED,NB,YES,N,FULCRUM REAL STATE ADVISORS,ON-SITE,SULLIVAN DRIVE
QUEENS,40.796787,-73.816443,2018-01-05,2018-01-05,2018-08-29,ISSUED,NB,YES,N,FULCRUM REAL STATE ADVISORS,ON-SITE,SULLIVAN DRIVE
QUEENS,40.796787,-73.816443,2018-01-05,2018-01-05,2018-08-29,ISSUED,NB,YES,N,FULCRUM REAL STATE ADVISORS,ON-SITE,SULLIVAN DRIVE
QUEENS,40.692075,-73.786754,2018-01-23,2018-01-23,2019-01-23,ISSUED,NB,,Y,UNITED CEREBRAL PALSY ASSOC.,,111TH AVENUE
QUEENS,40.708211,-73.832853,2018-04-26,2018-05-01,2018-06-14,ISSUED,NB,YES,N,OWNER,ON-SITE,83 AVE
QUEENS,40.796787,-73.816443,2018-05-08,2018-05-08,2019-05-08,ISSUED,NB,YES,N,FULCRUM REAL STATE ADVISORS,ON-SITE,SULLIVAN DRIVE
QUEENS,40.708211,-73.832853,2018-06-11,2018-06-11,2019-06-14,ISSUED,NB,YES,N,OWNER,ON-SITE,83 AVE
QUEENS,40.796727,-73.816598,2018-08-29,2018-08-29,2019-01-08,ISSUED,NB,YES,N,FULCRUM REAL STATE ADVISORS,ON-SITE,SULLIVAN DRIVE
QUEENS,40.796664,-73.816757,2018-08-29,2018-08-29,2019-01-08,ISSUED,NB,YES,N,FULCRUM REAL STATE ADVISORS,ON-SITE,SULLIVAN DRIVE
MANHATTAN,40.723757,-73.988069,2018-09-27,2018-09-27,2019-04-21,ISSUED,A2,,N,24 FIRST AVENUE PROJECT LLC,NOT APPLICABLE,1 AVE
MANHATTAN,40.723661,-73.987377,2018-09-27,2018-09-27,2019-04-21,ISSUED,A2,,N,24 FIRST AVENUE PROJECT LLC,NOT APPLICABLE,E 2 STREET
BRONX,40.89891,-73.903174,2018-06-08,2018-06-08,2019-06-08,ISSUED,NB,YES,N,"CHAPEL FARM ESTATES, INC",ON-SITE,GROSVENOR AVENUE
BRONX,40.89891,-73.903174,2018-06-08,2018-06-08,2019-06-08,ISSUED,A2,,N,"CHAPEL FARM ESTATE, INC",NONE,GROSVENOR AVENUE
QUEENS,40.796664,-73.816757,2019-01-16,2019-01-16,2019-08-29,ISSUED,NB,YES,N,FULCRUM REAL STATE ADVISORS,ON-SITE,SULLIVAN DRIVE
BROOKLYN,40.686738,-73.969589,2018-08-22,2018-08-22,2019-08-22,ISSUED,A2,YES,N,DOUGLASTON DEVELOPMENT,NOT APPLICABLE,CLERMONT AVE
BROOKLYN,40.687532,-73.908749,2016-09-26,2016-09-26,2017-06-12,ISSUED,NB,YES,N,MCM DEVELOPMENT,USE UNDER 300 CU.YD,DECATUR STREET
QUEENS,40.692989,-73.757509,2017-12-28,2017-12-28,2018-03-19,ISSUED,A3,,N,547 FOOD CORP,,LINDEN BLVD
MANHATTAN,40.822506,-73.938455,2016-02-04,2016-02-04,2017-01-29,ISSUED,A2,YES,N,SEVENTH AVE. MENNONITE CDC.,NOT APPLICABLE,7 AVE
MANHATTAN,40.822506,-73.938455,2016-02-04,2016-02-04,2017-01-29,ISSUED,A1,YES,Y,MENNONITE COMMUNITY DEV. CORP.,NONE,7 AVENUE
MANHATTAN,40.822506,-73.938455,2016-02-04,2016-02-04,2017-01-29,ISSUED,A2,YES,N,SEVENTH AVE. MENNONITE CDC.,NOT APPLICABLE,7 AVE
MANHATTAN,40.822506,-73.938455,2016-04-27,2016-04-27,2017-02-04,ISSUED,A2,YES,N,SEVENTH AVE. MENNONITE CDC.,NOT APPLICABLE,7 AVE
MANHATTAN,40.822506,-73.938455,2017-02-06,2017-02-06,2018-01-29,ISSUED,A1,YES,Y,MENNONITE COMMUNITY DEV. CORP.,NONE,7 AVENUE
MANHATTAN,40.822506,-73.938455,2018-04-23,2018-04-30,2018-07-15,ISSUED,A1,YES,Y,MENNONITE COMMUNITY DEV. CORP.,NONE,7 AVENUE
MANHATTAN,40.822506,-73.938455,2018-07-26,2018-07-26,2019-07-15,ISSUED,A1,YES,Y,MENNONITE COMMUNITY DEV. CORP.,NONE,7 AVENUE
BRONX,40.81894,-73.886981,2018-08-28,2018-08-28,2019-08-28,ISSUED,A2,YES,N,1314 SENECA LLC,NOT APPLICABLE,SENECA AVE
BRONX,40.845745,-73.917105,2016-06-14,2016-06-14,2017-06-14,ISSUED,A2,YES,Y,SERVICES FOR THE UNDERSERVED,NOT APPLICABLE,MACOMBS ROAD
BROOKLYN,40.675965,-73.984058,2016-07-11,2016-07-18,2017-04-22,ISSUED,A2,,N,ABC COLLISION,NOT APPLICABLE,4TH AVENUE
BROOKLYN,40.675965,-73.984058,2016-07-18,2016-07-18,2017-04-22,ISSUED,A2,,N,ABC COLLISION,NOT APPLICABLE,4TH AVENUE
BROOKLYN,40.675965,-73.984058,2017-03-07,2017-03-07,2017-09-28,ISSUED,SG,,N,"BAYBERRY MEDIA NEW YORK, LLC",,4 AVENUE
MANHATTAN,40.761965,-73.975641,2016-04-05,2016-04-08,2017-04-01,ISSUED,A2,YES,N,ALL SAFE LLC,NOT APPLICABLE,WEST 55 STREET
MANHATTAN,40.762004,-73.975735,2016-08-18,2016-08-18,2017-08-18,ISSUED,A3,YES,N,CORNERSTONE REAL ESTATE ADVISERS,,WEST 55TH STREET
MANHATTAN,40.762023,-73.975782,2016-08-18,2016-08-18,2017-08-18,ISSUED,A3,YES,N,CORNERSTONE REAL ESTATE ADVISERS,,WEST 55TH STREET
MANHATTAN,40.761965,-73.975641,2016-08-18,2016-08-22,2017-08-22,ISSUED,A3,YES,N,CORNERSTONE REAL ESTATE ADVISERS,,WEST 55TH STREET
MANHATTAN,40.761984,-73.975688,2016-08-18,2016-08-22,2017-08-22,ISSUED,A3,YES,N,CORNERSTONE REAL ESTATE ADVISERS,,WEST 55TH STREET
MANHATTAN,40.761965,-73.975641,2017-09-05,2017-09-12,2018-01-01,ISSUED,A2,YES,N,ALL SAFE LLC,NOT APPLICABLE,WEST 55 STREET
MANHATTAN,40.761984,-73.975688,2017-10-11,2017-10-11,2018-10-11,ISSUED,A3,YES,N,S&E BRIDGE & SCAFFOLD LLC,,WEST 55 STREET
MANHATTAN,40.762023,-73.975782,2017-10-11,2017-10-11,2018-10-11,ISSUED,A3,YES,N,S&E BRIDGE & SCAFFOLD LLC,,WEST 55 STREET
MANHATTAN,40.762004,-73.975735,2017-10-11,2017-10-11,2018-10-11,ISSUED,A3,YES,N,S&E BRIDGE & SCAFFOLD LLC,,WEST 55 STREET
MANHATTAN,40.761965,-73.975641,2017-10-18,2017-10-19,2018-10-19,ISSUED,A3,YES,N,S&E BRIDGE & SCAFFOLD LLC,,WEST 55 STREET
BROOKLYN,40.669234,-73.913698,2016-07-19,2016-07-19,2017-07-19,ISSUED,A3,,N,SKYWORX CONTRACTING INC,,PITKIN AVE
BROOKLYN,40.669234,-73.913698,2016-09-09,2016-09-09,2017-04-06,ISSUED,A3,,N,PAUL & SONS CONTRACTORS,,PITKIN AVE
BROOKLYN,40.669234,-73.913698,2016-11-17,2016-11-17,2017-04-06,ISSUED,A3,,N,PAUL & SONS CONTRACTORS,,PITKIN  AVE
BROOKLYN,40.71035,-73.963483,2018-08-28,2018-08-28,2018-10-26,ISSUED,A1,YES,N,RECHUSH LLC,NOT APPLICABLE,BROADWAY
QUEENS,40.707135,-73.912527,2018-11-16,2018-11-16,2019-09-26,ISSUED,DM,,N,EPOCH PROPERTY LLC,ON-SITE,ONDERDONK AVENUE
BROOKLYN,40.639897,-73.906511,2019-01-11,2019-01-11,2019-04-01,ISSUED,NB,,N,FLAT REM LLC,OFF-SITE,FLATLANDS AVE
BROOKLYN,40.639897,-73.906511,2019-01-11,2019-01-11,2019-04-01,ISSUED,NB,,N,FLAT REM LLC,OFF-SITE,FLATLANDS AVE
BROOKLYN,40.639897,-73.906511,2019-01-11,2019-01-11,2019-04-01,ISSUED,NB,,N,FLAT REM LLC,OFF-SITE,FLATLANDS AVE
QUEENS,40.735117,-73.935977,2016-04-26,2016-04-28,2017-04-28,ISSUED,A1,,N,SKYLINE CREDIT RIDE INC,NOT APPLICABLE,GREENPOINT AVENUE
QUEENS,40.735117,-73.935977,2016-04-28,2016-04-28,2016-06-12,ISSUED,A1,,N,SKYLINE CREDIT RIDE INC,NOT APPLICABLE,GREENPOINT AVENUE
QUEENS,40.735117,-73.935977,2016-05-12,2016-05-12,2017-05-12,ISSUED,A2,,N,SKYLINE CREDIT RIDE INC,NOT APPLICABLE,GREENPOINT AVENUE
STATEN ISLAND,40.588611,-74.162218,2017-01-09,2017-01-09,2017-06-01,ISSUED,A2,YES,N,NOT APPLICABLE,NOT APPLICABLE,NOME AVENUE
BROOKLYN,40.639897,-73.906511,2018-08-07,2018-08-07,2018-09-09,ISSUED,DM,,N,FLAT REM LLC,USE UNDER 300 CU.YD,FLATLANDS AVENUE
BROOKLYN,40.639903,-73.9065,2018-08-07,2018-08-07,2018-09-09,ISSUED,DM,,N,FLAT REM LLC,USE UNDER 300 CU.YD,FLATLANDS AVENUE
BROOKLYN,40.668108,-73.996348,2019-01-25,2019-01-25,2019-03-31,ISSUED,A2,,N,THE HOME DEPOT,NOT APPLICABLE,HAMILTON AVENUE
QUEENS,40.793676,-73.820901,2019-09-24,2019-09-24,2019-12-30,ISSUED,NB,,N,N.A,USE UNDER 300 CU.YD,7TH AVENUE
STATEN ISLAND,40.643811,-74.087675,2016-08-03,2016-08-03,2017-04-23,ISSUED,A2,YES,Y,ST STANISLAW KOSTKA CHURCH,NOT APPLICABLE,YORK AVE
BROOKLYN,40.667573,-73.996421,2016-08-15,2016-08-15,2017-06-15,ISSUED,A2,,N,RESTAURANT DEPOT,NOT APPLICABLE,HAMILTON AVENUE
BROOKLYN,40.667573,-73.996421,2017-05-18,2017-05-18,2017-12-04,ISSUED,A2,,N,RESTAURANT DEPOT,NOT APPLICABLE,HAMILTON AVENUE
BROOKLYN,40.667573,-73.996421,2017-05-18,2017-05-18,2017-12-04,ISSUED,A2,,N,RESTAURANT DEPOT,NOT APPLICABLE,HAMILTON AVENUE
BROOKLYN,40.667573,-73.996421,2017-11-01,2017-11-01,2018-02-15,ISSUED,A2,,N,JETRO CASH AND CARRY,NOT APPLICABLE,HAMILTON AVENUE
BROOKLYN,40.667573,-73.996421,2017-11-01,2017-11-01,2018-02-15,ISSUED,A2,,N,JETRO CASH AND CARRY,NOT APPLICABLE,HAMILTON AVENUE
BROOKLYN,40.667573,-73.996421,2017-11-21,2017-11-21,2018-11-21,ISSUED,A2,,N,JETRO CASH AND CARRY,NOT APPLICABLE,HAMILTON AVENUE
BROOKLYN,40.643313,-73.947531,2018-05-10,2018-05-10,2019-01-02,ISSUED,DM,,N,3116 CLARENDON ROAD LLC,USE UNDER 300 CU.YD,CLARENDON ROAD
MANHATTAN,40.771553,-73.959272,2016-08-04,2016-08-04,2016-09-20,ISSUED,A2,YES,N,GASTONIA,NOT APPLICABLE,THIRD AVENUE
MANHATTAN,40.771553,-73.959272,2016-08-29,2016-08-29,2017-08-29,ISSUED,A2,YES,N,GASTONIA,NOT APPLICABLE,THIRD AVENUE
MANHATTAN,40.771553,-73.959272,2016-09-02,2016-09-06,2016-09-20,ISSUED,A2,YES,N,GASTONIA,NOT APPLICABLE,THIRD AVENUE
MANHATTAN,40.744731,-73.997174,2018-08-28,2018-09-11,2019-01-28,ISSUED,A2,,N,ZARBRO PARTNERS,NOT APPLICABLE,W 23 ST
BROOKLYN,40.668899,-73.978732,2018-09-26,2018-09-26,2019-05-25,RE-ISSUED,A1,,N,NYP BROOKLYN METHODIST HOSPITAL,NOT APPLICABLE,5 STREET
QUEENS,40.707357,-73.911351,2016-12-09,2016-12-09,2017-07-21,,A2,YES,N,WATERFRONT PROPERTY MANAGEMENT L,NOT APPLICABLE,HARMAN ST
QUEENS,40.707357,-73.911351,2016-12-14,2016-12-14,2017-12-14,,A2,YES,N,WATERFRONT PROPERTY MANAGEMENT L,NOT APPLICABLE,HARMAN ST
QUEENS,40.753568,-73.719751,2018-08-24,2018-08-24,2019-02-18,ISSUED,NB,,N,SELF,OFF-SITE,260 PLACE
MANHATTAN,40.794347,-73.972021,2016-01-11,2016-01-11,2016-11-30,ISSUED,A2,,N,2551 LLC C/O COLLIERS TRI-STATE,NOT APPLICABLE,BROADWAY
MANHATTAN,40.794347,-73.972021,2016-01-13,2016-01-13,2017-01-12,ISSUED,A2,,N,2551 LLC C/O COLLIERS TRI-STATE,NOT APPLICABLE,BROADWAY
MANHATTAN,40.794347,-73.972021,2016-01-13,2016-01-13,2016-10-23,ISSUED,A2,,N,2551 LLC C/O COLLIERS TRI-STATE,NOT APPLICABLE,BROADWAY
MANHATTAN,40.794347,-73.972021,2016-01-13,2016-01-13,2016-10-23,ISSUED,A2,,N,2551 LLC C/O COLLIERS TRI-STATE,,BROADWAY
MANHATTAN,40.794347,-73.972021,2016-12-02,2016-12-02,2017-11-30,ISSUED,A2,,N,2551 LLC C/O COLLIERS TRI-STATE,NOT APPLICABLE,BROADWAY
QUEENS,40.72441,-73.901519,2019-01-04,2019-01-04,2019-07-17,ISSUED,A2,,Y,PARISH OF ST.STANISLAUS & TRANSF,NOT APPLICABLE,CLINTON AVENUE
MANHATTAN,40.759475,-73.988149,2017-01-05,2017-01-06,2017-11-10,ISSUED,A3,,N,TEAM P. R. OMOTION LLC.,,8TH AVE
BROOKLYN,40.619709,-74.000317,2019-08-30,2019-08-30,2019-11-15,ISSUED,A2,,N,NYC SCHOOL CONSTRUCTION AUTHORIT,NOT APPLICABLE,71ST STREET
BROOKLYN,40.619709,-74.000317,2019-10-17,2019-10-17,2019-11-15,ISSUED,A2,,N,NYC SCHOOL CONSTRUCTION AUTHORIT,NOT APPLICABLE,71ST STREET
QUEENS,40.72441,-73.901519,2018-12-27,2018-12-27,2019-08-02,ISSUED,A2,,Y,PARISH OF ST.STANISLAUS & TRANSF,NOT APPLICABLE,CLINTON AVENUE
QUEENS,40.774289,-73.791405,2016-02-16,2016-04-01,2017-04-01,ISSUED,NB,,N,,USE UNDER 300 CU.YD,26 AVENUE
QUEENS,40.774289,-73.791405,2016-04-01,,2017-04-01,IN PROCESS,NB,,N,,USE UNDER 300 CU.YD,26 AVENUE
QUEENS,40.774289,-73.791405,2016-04-13,2016-04-13,2017-04-13,ISSUED,NB,,N,,USE UNDER 300 CU.YD,26 AVENUE
BRONX,40.894085,-73.843171,2016-08-05,2016-08-05,2017-08-05,ISSUED,A3,YES,N,-,,DE REIMER AVENUE
BRONX,40.894085,-73.843171,2018-01-31,2018-01-31,2019-01-31,ISSUED,NB,,N,"A&J HOLDING USA, LLC",ON-SITE,DEREIMER AVENUE
BRONX,40.894085,-73.843171,2018-01-31,2018-01-31,2018-03-03,ISSUED,NB,,N,"A&J HOLDING USA, LLC",ON-SITE,DEREIMER AVENUE
BRONX,40.894085,-73.843171,2018-01-31,2018-01-31,2018-03-03,ISSUED,NB,,N,"A&J HOLDING USA, LLC",ON-SITE,DEREIMER AVENUE
BRONX,40.894085,-73.843171,2018-01-31,2018-01-31,2018-03-03,ISSUED,NB,,N,"A&J HOLDING USA, LLC",ON-SITE,DEREIMER AVENUE
MANHATTAN,40.724496,-74.006029,2017-04-18,2017-04-20,2018-04-20,ISSUED,A3,YES,N,REPUBLIC SCAFFOLD & HOIST,,VARICK STREET
MANHATTAN,40.724496,-74.006029,2018-03-28,2018-03-28,2019-03-28,ISSUED,A3,YES,N,REPUBLIC SCAFFOLD & HOIST,,VARICK STREET
QUEENS,40.607217,-73.816885,2017-03-28,2017-03-28,2018-03-28,ISSUED,NB,YES,N,,USE UNDER 300 CU.YD,EAST 8 RD
QUEENS,40.607217,-73.816885,2017-03-28,2017-03-28,2018-02-12,ISSUED,NB,YES,N,,USE UNDER 300 CU.YD,EAST 8 RD
QUEENS,40.760956,-73.830378,2017-05-24,2017-05-24,2017-08-15,RE-ISSUED,A2,,N,ZEBRA LOUNGE NY INC,NOT APPLICABLE,38 AVE
QUEENS,40.760956,-73.830378,2017-07-19,2017-07-19,2017-08-31,ISSUED,A2,,N,ZEBRA LOUNGE NY INC.,NOT APPLICABLE,38TH AVENUE
QUEENS,40.760956,-73.830378,2017-08-15,2017-08-17,2018-08-15,ISSUED,A2,,N,ZEBRA LOUNGE NY INC,NOT APPLICABLE,38 AVE
QUEENS,40.607217,-73.816885,2017-10-18,2017-10-18,2018-10-18,ISSUED,NB,YES,N,,USE UNDER 300 CU.YD,EAST 8 RD
BROOKLYN,40.712466,-73.956044,2017-07-13,2017-07-21,2018-07-21,ISSUED,A1,YES,N,346 GRAND STREET LLC,NOT APPLICABLE,GRAND STREET
BRONX,40.894085,-73.843171,2018-03-15,2018-03-15,2019-03-15,ISSUED,NB,,N,"A&J HOLDING USA, LLC",ON-SITE,DEREIMER AVENUE
BRONX,40.894085,-73.843171,2018-03-15,2018-03-15,2019-03-15,ISSUED,NB,,N,"A&J HOLDING USA, LLC",ON-SITE,DEREIMER AVENUE
BRONX,40.894085,-73.843171,2018-03-15,2018-03-15,2019-03-15,ISSUED,NB,,N,"A&J HOLDING USA, LLC",ON-SITE,DEREIMER AVENUE
BRONX,40.894085,-73.843171,2018-03-15,2018-03-15,2019-03-15,ISSUED,NB,,N,"A&J HOLDING USA, LLC",ON-SITE,DEREIMER AVENUE
QUEENS,40.67664,-73.742063,2018-11-23,2018-11-23,2019-11-23,ISSUED,NB,,N,MERRICK RENTAL LLC,ON-SITE,MERRICK BOULEVARD
QUEENS,40.67664,-73.742063,2016-08-18,2016-08-18,2017-08-18,ISSUED,NB,,N,MERRICK RENTAL LLC,ON-SITE,MERRICK BOULEVARD
QUEENS,40.67664,-73.742063,2016-08-18,2016-08-19,2017-08-07,ISSUED,NB,,N,MERRICK RENTAL LLC,ON-SITE,MERRICK BOULEVARD
QUEENS,40.67664,-73.742063,2016-08-18,2016-08-19,2017-08-07,ISSUED,NB,,N,MERRICK RENTAL LLC,ON-SITE,MERRICK BOULEVARD
QUEENS,40.67664,-73.742063,2016-08-18,2016-08-19,2017-08-07,ISSUED,NB,,N,MERRICK RENTAL LLC,ON-SITE,MERRICK BOULEVARD
QUEENS,40.67664,-73.742063,2018-01-18,2018-01-18,2018-08-07,ISSUED,NB,,N,MERRICK RENTAL LLC,ON-SITE,MERRICK BOULEVARD
QUEENS,40.67664,-73.742063,2018-01-18,2018-01-18,2018-08-07,ISSUED,NB,,N,MERRICK RENTAL LLC,ON-SITE,MERRICK BOULEVARD
QUEENS,40.67664,-73.742063,2018-01-18,2018-01-18,2018-08-07,ISSUED,NB,,N,MERRICK RENTAL LLC,ON-SITE,MERRICK BOULEVARD
QUEENS,40.67664,-73.742063,2018-07-30,2018-07-30,2019-07-30,ISSUED,NB,,N,MERRICK RENTAL LLC,ON-SITE,MERRICK BOULEVARD
BROOKLYN,40.696771,-73.937006,2016-04-01,2016-04-01,2017-04-01,ISSUED,NB,,N,GOLDMINE DEVELOPMENT INC.,ON-SITE,MYRTLE AVENUE
MANHATTAN,40.759777,-73.989878,2018-06-13,2018-06-13,2019-05-01,ISSUED,A2,,N,350 W 45TH LLC,NOT APPLICABLE,WEST 45TH STREET
QUEENS,40.752006,-73.785905,2018-02-14,2018-02-14,2019-02-14,ISSUED,A2,YES,N,,NOT APPLICABLE,195 ST
QUEENS,40.745949,-73.896239,2016-07-01,2016-07-05,2017-02-24,,A1,,N,Y & J REALTY,NONE,69 STREET
QUEENS,40.746717,-73.941018,2016-09-28,2016-09-28,2017-09-28,ISSUED,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.746717,-73.941018,2016-09-28,2016-09-28,2017-09-28,ISSUED,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.746717,-73.941018,2016-09-28,2016-09-28,2017-09-28,ISSUED,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.746717,-73.941018,2016-09-28,2016-10-03,2017-10-03,ISSUED,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.746717,-73.941018,2018-10-22,2018-10-22,2019-10-22,ISSUED,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.746717,-73.941018,2018-10-22,2018-10-22,2019-10-22,ISSUED,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.746717,-73.941018,2017-09-01,2017-09-01,2018-09-01,ISSUED,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.746717,-73.941018,2017-09-29,2017-09-29,2018-09-29,ISSUED,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.746717,-73.941018,2017-09-29,,2018-09-29,IN PROCESS,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.746717,-73.941018,2017-10-26,2017-10-26,2018-10-26,ISSUED,NB,,N,JEWEL LITON LLC,,PURVES STREET
QUEENS,40.746717,-73.941018,2018-01-29,2018-02-15,2019-02-15,ISSUED,NB,YES,N,JEWEL LITON LLC,USE UNDER 300 CU.YD,PURVES STREET
QUEENS,40.745981,-73.940987,2018-04-27,2018-04-27,2019-04-27,ISSUED,A3,,N,ROCK GROUP NY CORP,,THOMSON AVE
QUEENS,40.745981,-73.940987,2018-06-25,2018-06-25,2019-06-25,ISSUED,A3,YES,N,,,THOMSON AVE
QUEENS,40.746717,-73.941018,2018-07-10,2018-07-10,2019-07-10,ISSUED,NB,,N,JEWEL LITON LLC,,PURVES STREET
QUEENS,40.746717,-73.941018,2018-11-02,2018-11-02,2019-11-02,ISSUED,NB,,N,JEWEL LITON LLC,,PURVES STREET
STATEN ISLAND,40.637211,-74.073618,2019-01-14,2019-01-14,2019-11-01,ISSUED,A2,,N,NYC DEPT OF PARKS & RECREATION,NOT APPLICABLE,MURRAY HULBERT AVENUE
STATEN ISLAND,40.637211,-74.073618,2016-12-22,2016-12-22,2017-11-01,ISSUED,A2,,N,NYC DEPT OF PARKS & RECREATION,NOT APPLICABLE,MURRAY HULBERT AVENUE
STATEN ISLAND,40.637211,-74.073618,2016-12-22,2016-12-22,2017-12-22,ISSUED,A2,,N,NYC DEPT OF PARKS & RECREATION,NOT APPLICABLE,MURRAY HULBERT AVENUE
STATEN ISLAND,40.637211,-74.073618,2018-12-18,2018-12-18,2019-12-18,ISSUED,A2,,N,NYC DEPT OF PARKS & RECREATION,NOT APPLICABLE,MURRAY HULBERT AVENUE
STATEN ISLAND,40.637211,-74.073618,2017-11-02,2017-11-02,2018-11-02,ISSUED,A2,,N,NYC DEPT OF PARKS & RECREATION,NOT APPLICABLE,MURRAY HULBERT AVENUE
STATEN ISLAND,40.637211,-74.073618,2017-12-15,2017-12-15,2018-11-01,ISSUED,A2,,N,NYC DEPT OF PARKS & RECREATION,NOT APPLICABLE,MURRAY HULBERT AVENUE
STATEN ISLAND,40.637211,-74.073618,2018-01-30,2018-01-30,2019-01-30,ISSUED,A3,,N,NYC PARKS DEPT,,MURRAY HULBERT AV
QUEENS,40.749727,-73.854266,2016-01-19,2016-01-19,2017-01-18,ISSUED,NB,,N,,ON-SITE,43 AVENUE
QUEENS,40.749727,-73.854266,2016-01-19,2016-01-19,2016-02-07,ISSUED,NB,,N,,ON-SITE,43 AVENUE
QUEENS,40.749727,-73.854266,2016-01-19,2016-01-19,2016-02-07,ISSUED,NB,,N,,ON-SITE,43 AVENUE
QUEENS,40.749727,-73.854266,2016-01-19,2016-01-19,2016-02-07,ISSUED,NB,,N,,ON-SITE,43 AVENUE
QUEENS,40.749727,-73.854266,2016-02-10,2016-02-10,2016-10-24,ISSUED,NB,,N,,ON-SITE,43 AVENUE
QUEENS,40.749727,-73.854266,2016-11-28,2016-11-28,2017-11-28,ISSUED,NB,,N,,ON-SITE,43 AVENUE
QUEENS,40.749727,-73.854266,2018-01-03,2018-01-03,2019-01-03,ISSUED,NB,,N,,ON-SITE,43 AVENUE
BROOKLYN,40.68827,-73.982252,2016-05-20,2016-05-20,2017-05-20,ISSUED,A3,,N,302 LIVINGSTON STREET CORP.,,LIVINGSTON STREET
BROOKLYN,40.68827,-73.982252,2017-04-20,2017-04-20,2018-04-20,ISSUED,A3,,N,302 LIVINGSTON STREET CORP.,,LIVINGSTON STREET
BROOKLYN,40.61559,-73.945453,2017-06-23,2017-07-25,2018-07-02,ISSUED,SG,,N,2925 KINGS HIGHWAY LLC,,KINGS HIGHWAY
BROOKLYN,40.610578,-73.925735,2017-11-08,2018-01-30,2018-08-03,ISSUED,A2,,N,4119 AVENUE T LLC,NOT APPLICABLE,AVENUE T
BRONX,40.821917,-73.858924,2016-06-21,2016-06-21,2016-07-16,ISSUED,A2,YES,N,JULIO'S SUPERMAKET,NOT APPLICABLE,LAFAYETTE AVE
QUEENS,40.748283,-73.939129,2017-12-27,2018-01-02,2019-01-02,ISSUED,A1,,N,ALEX OPERATING CORP.,NOT APPLICABLE,JACKSON AVE
BRONX,40.821917,-73.858924,2016-08-02,2016-08-11,2017-07-16,ISSUED,A2,YES,N,JULIO'S SUPERMAKET,NOT APPLICABLE,LAFAYETTE AVE
QUEENS,40.723899,-73.907133,2018-07-20,2018-08-20,2019-03-21,ISSUED,A2,YES,N,GRANDI AMICI MGMT LLC.,NOT APPLICABLE,56 DRIVE
QUEENS,40.723899,-73.907133,2018-10-04,2018-10-04,2019-10-04,ISSUED,A2,YES,N,GRANDI AMICI MGMT LLC.,NOT APPLICABLE,56 DRIVE
BROOKLYN,40.63398,-73.966558,2018-06-15,2018-06-15,2019-06-02,ISSUED,A2,,N,NYC SCHOOL CONSTRUCTION AUTHORIT,OFF-SITE,NEWKIRK AVENUE
BROOKLYN,40.689308,-73.943186,2018-11-15,2018-11-16,2019-05-30,ISSUED,NB,YES,N,SELF,USE UNDER 300 CU.YD,GREENE AV
BROOKLYN,40.689308,-73.943186,2018-11-16,2018-11-16,2019-05-30,ISSUED,NB,YES,N,SELF,USE UNDER 300 CU.YD,GREENE AV
BROOKLYN,40.689308,-73.943186,2016-07-21,2016-12-20,2017-12-20,ISSUED,NB,YES,N,SELF,USE UNDER 300 CU.YD,GREENE AV
BROOKLYN,40.689308,-73.943186,2016-08-03,2016-08-11,2017-08-11,ISSUED,A3,,N,SELF,,GREENE AV
BROOKLYN,40.689308,-73.943186,2016-12-21,2016-12-23,2017-12-22,ISSUED,NB,YES,N,SELF,USE UNDER 300 CU.YD,GREENE AV
BROOKLYN,40.689308,-73.943186,2016-12-21,2016-12-23,2017-12-22,ISSUED,NB,YES,N,SELF,USE UNDER 300 CU.YD,GREENE AV
BROOKLYN,40.689308,-73.943186,2016-12-21,2016-12-23,2017-12-22,ISSUED,NB,YES,N,SELF,USE UNDER 300 CU.YD,GREENE AV
BROOKLYN,40.689308,-73.943186,2017-12-01,2017-12-04,2018-11-13,ISSUED,NB,YES,N,SELF,USE UNDER 300 CU.YD,GREENE AV
BROOKLYN,40.689308,-73.943186,2018-02-23,2018-04-11,2019-04-11,ISSUED,NB,YES,N,SELF,USE UNDER 300 CU.YD,GREENE AV
